Estructura de generación (MW),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Hora,Carbón,Motores diésel,Turbina de gas,Ciclo combinado,Enlace peninsular,Solar fotovoltaica,Resto reg.esp.,Solar térmica,Eólica,Enlace Mallorca-Menorca,Enlace Mallorca-Ibiza,Otras renovables,Residuos,Generación auxiliar,Cogeneración,Enlace Ibiza-Formentera,Combined Generation Total,Max Generation
03/07/19 17:20,0,33,60,0,0,2.4,0,0,0.2,0,0,0,0,0,0,0,95.6,
03/07/19 17:30,0,33,60,0,0,2.3,0,0,0.1,0,0,0,0,0,0,0,95.4,
03/07/19 17:40,0,33,61,0,0,2.1,0,0,0.2,0,0,0,0,0,0,0,96.3,
03/07/19 17:50,0,34,61,0,0,2,0,0,0.2,0,0,0,0,0,0,0,97.2,
03/07/19 18:00,0,34,61,0,0,1.8,0,0,0.1,0,0,0,0,0,0,0,96.9,
03/07/19 18:10,0,34,61,0,0,1.6,0,0,0.2,0,0,0,0,0,0,0,96.8,
03/07/19 18:20,0,36,60,0,0,1.5,0,0,0.1,0,0,0,0,0,0,0,97.6,
03/07/19 18:30,0,35,61,0,0,1.3,0,0,0.1,0,0,0,0,0,0,0,97.4,
03/07/19 18:40,0,36,61,0,0,1.1,0,0,0.1,0,0,0,0,0,0,0,98.2,
03/07/19 18:50,0,37,61,0,0,1,0,0,0,0,0,0,0,0,0,0,99,
03/07/19 19:00,0,36,62,0,0,0.8,0,0,0,0,0,0,0,0,0,0,98.8,
03/07/19 19:10,0,37,62,0,0,0.7,0,0,0,0,0,0,0,0,0,0,99.7,
03/07/19 19:20,0,37,61,0,0,0.5,0,0,0,0,0,0,0,0,0,0,98.5,
03/07/19 19:30,0,35,64,0,0,0.4,0,0,0,0,0,0,0,0,0,0,99.4,
03/07/19 19:40,0,32,67,0,0,0.3,0,0,0,0,0,0,0,0,0,0,99.3,
03/07/19 19:50,0,32,67,0,0,0.2,0,0,0,0,0,0,0,0,0,0,99.2,
03/07/19 20:00,0,32,67,0,0,0.1,0,0,0,0,0,0,0,0,0,0,99.1,
03/07/19 20:10,0,33,66,0,0,0.1,0,0,0,0,0,0,0,0,0,0,99.1,
03/07/19 20:20,0,33,65,0,0,0.1,0,0,0,0,0,0,0,0,0,0,98.1,
03/07/19 20:30,0,32,65,0,0,0.1,0,0,0,0,0,0,0,0,0,0,97.1,
03/07/19 20:40,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,96,
03/07/19 20:50,0,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
03/07/19 21:00,0,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
03/07/19 21:10,0,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,96,
03/07/19 21:20,0,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,96,
03/07/19 21:30,0,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,96,
03/07/19 21:40,0,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
03/07/19 21:50,0,32,66,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
03/07/19 22:00,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,96,
03/07/19 22:10,0,31,64,0,0,0,0,0,0,0,0,0,0,0,0,0,95,
03/07/19 22:20,0,30,63,0,0,0,0,0,0,0,0,0,0,0,0,0,93,
03/07/19 22:30,0,29,62,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
03/07/19 22:40,0,28,61,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
03/07/19 22:50,0,28,60,0,0,0,0,0,0,0,0,0,0,0,0,0,88,
03/07/19 23:00,0,27,59,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
03/07/19 23:10,0,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
03/07/19 23:20,0,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
03/07/19 23:30,0,23.2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2,
03/07/19 23:40,0,23.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5,
03/07/19 23:50,0,22.3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,
